text;hatespeech
RT @jpintocoelho60: Uma candidatura realmente diferenciadora! https://t.co/GjHeWfygza;no
RT @jpintocoelho60: Vai continuar a encolher os ombros ou vai mudar e apoiar o #PNR? https://t.co/8UCBJ0yWMS;no
"RT @jpintocoelho60: Vivemos no totalitarismo do pensamento único dos donos da 'liberdade'. Só o #PNR enfrenta e denuncia a 'besta'.
https:/ _";no
RT @jromaoferreira: PSD e CDS querem os sms de Centeno até às 18h, caso não aconteça apresentam às 18.15h um candidato conjunto à Camara de _;no
RT @juandddrade: 7 eu to CAGANDO pras pessoas que me chamam de gorda, magra, alta, baixa, feia, etc, são só opiniões e a minha é a que vale;yes
RT @JUBIRACY: Em Dilma, sobra cinismo e falta vergonha. A afilhada tem tanto apreço pela verdade quanto o padrinho Lula.https://t.co/alvEGy _;no
RT @JuliaChamorro8: @ExpressoEpoca  A propria filha de 16 anos que se expõe na internet, bebada, drogada e semi nua. Se acionar a PF é capa _;yes
RT @Julio_Souza91: O PSG jogou de branco dentro do Camp Nou e achou que não ia ser goleado kkkkkkkkkkk;no
RT @julixsep: @BrothersDireita @ClaudeLuca_ @otmar03 @FussballSehr E eu tenho o corpo da Gisele Bundchen.;no
RT @julyarosas: O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR;no
RT @JuMagalhaesBH: A maior prova da honestidade do @jairbolsonaro é a quantidade de votos que ele teve na Câmara.;no
RT @Justiceiro_Sujo: E o caviar PC Siqueira querendo pagar de sem-teto, é mole? https://t.co/Y6GGoH3RW9;no
RT @Justiceiro_Sujo: Eu acho que se o Movimento Negro realmente tiver humildade e seriedade com o próprio movimento, o MÍNIMO que devem faz _;no
RT @Justiceiro_Sujo: Isso aqui a @SpOAB não vê. Mas piadinhas que o @editorahumanas faz de gorda feminista eles se preocupam... https://t.c _;yes
RT @Justiceiro_Sujo: Meu Deus!! Que catracada do @DaniloGentili no @GeekVox! Quis lacrar e se fodeu! https://t.co/p9CzFS1rlc;no
"RT @Justiceiro_Sujo: O Facebook usou o hijab para homenagear as mulheres no #DiaDaMulher
O hijab é o maior símbolo de opressão islâmica pa _";yes
RT @Justiceiro_Sujo: Um péssimo dia para a mídia/imprensa que não noticiaram nada, simplesmente manipularam, torceram e retorceram cada fat _;no
RT @K_prishe: @NAOKAHLO realizei o sonho dá minha esposa e levei ela pra NYC e é claro não podia faltar o yellow umbrella  https://t.co/ _;no
RT @KAKA: Querido Kfouri eu te perdoo por todos ataques pessoais que você me fez! Jesus te ama e eu também!  https://t.co/WeZYtUK5TF;no
RT @kathelencrf: essa geração de bosta q fica na internet tuitando 'ai trump n me representa' 'n deixarei trump gorvernar em paz' 'bolsonar _;yes
RT @knotcamacho: @HumorNegroo Mas não seria muito incômodo?;no
"RT @kordeidoI: 6- emily fields
só se fode
emaya era lindo sim 
maria sapatão
merece bem mais 
ela toma tanto no cu que as vezes eu acho qu _";no
RT @ladiedosite: Fala mal do capitalismo, mas com o celularzinho que o papai deu '-';no
RT @lafaeu: @estadohiramico dessa eu não sabia https://t.co/MaRzGzQmRT;no
RT @LaudimaPalhares: @Curate_Angola @tivandro mas não é pra crianças;no
RT @lauraamansur: @direitafalando eu choro de rir;no
RT @laurensexuals: se vc usa roupas complexas vc é 'sapatão' ou falam que vc está metido com algo que não presta;yes
RT @Le_Massaroto: E nesse dia da mulher confirmei o que eu já acreditava : TODA GENERALIZAÇÃO É BURRA !;yes
RT @Leandrochargers: @direitafalando @luisanunes Pelo fim da corrupção dos outros e a continuidade das minhas voto SIM;no
RT @leandrolechuga: @RachelSherazade A esquerda pira  https://t.co/LsHvX4RFQZ;no
RT @Leandroow3: feliz dia do 'esse do meio é o acelerador?';yes
RT @Leandroow3: feliz dia do 'não tenho roupa pra sair';no
RT @Leandroow3: só pode comemorar quem viu o pai voltar com o cigarro;no
RT @lelacohen: @rosangela_bolze @VemPraRua_br @BecaBrix @HumbertoReisJr @HelosaLolo1 @neusamandrade @lenacasagrande @jwbranda ESTAREMOS LÁ _;no
RT @LeluCosta: E o guri do @habibs morreu de parada cardíaca de devido ao uso de drogas e não foi constatado lesão corporal. AGORA A INTERN _;no
RT @Lemos3Nicolle: Beijo gay ou hetero acho que não devia aparecer nos desenhos animados... https://t.co/FMeBI1CSuv;yes
RT @LeNaZZo @homemdeverdade nao paga pau. Ele paga uma mocreia para tirar a zica.;yes
RT @LeNaZZo: Um @homemdeverdade eh akele q sabe procriar sem deixar vestigios.;yes
RT @Leocadeea: @Curate_Angola imenso. Fantasias e todo resto. Porque não introduzir diversidade? Antes de sermos adultos e trancafiados no _;yes
RT @leumaS_amiL: 20 anos a Odebrecht pagou propina às FARC. https://t.co/f5oGGK7eo9;no
"RT @Lewis_Face: O Erro Do #PSG 
Foi Jogar De Branco
O #Barça Pensou Que 
Fosse #Real_Madrid
#MSN";no
RT @lfrancobastos: About last night - Overdose de Tourette. Checkem as datas e vejam-nos pelo país! @RuiHCruz @OPauloAlmeida @istoeserio @D _;no
"RT @lfrancobastos: Próximo sábado (18 FEV) levo o meu solo de Stand-up 'Voz da Razão' a PORTALEGRE!
Bilhetes: CAE Portalegre, Fnac ou 
htt _";no
RT @lichteritter: França: Rinoceronte branco de 4 anos do zoo Thoiry foi baleado e teve um chifre cortado na noite de 2a p/ 3a, dentro do z _;no
RT @lionnisterz: AS SAPATÃO TÃO NERVOSAZ https://t.co/utM5uaa14Y;yes
RT @LissaniaMenezes: Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa Escrevam bem yh;no
"RT @lobaoeletrico: Eduardo Paes: “Não me sinto responsável pelas dívidas da Olimpíada”
https://t.co/iidNFLBPlp";no
RT @lobaoeletrico: MEUS AMIGOS . A VENEZUELA ESTÁ VIVENDO EM RITMO DE GENOCÍDIO NÃO TEMOS NA MÍDIA NADA QUE DÊ A DIMENSÃO DESSA TRAGÉDIA;no
RT @lobaoeletrico: TODO ESQUERDISTA TEM UMA MENTE REDUCIONISTA  E SEMPRE TEM DIFICULDADE EM ANALISAR FATOS REAIS;yes
RT @lokocorreia: @HumorNegroo jornal esse que é feito com folha de bananeira;yes
"RT @lolaescreva: Hoje é dia de revolução. Todo dia deveria ser #DiadaMulher
#8MBR https://t.co/pr4Rp9nRu5";no
RT @lolaescreva: Meu post de hj, exclusivo e importante: Comunicação do Senado proíbe uso do termo 'feminismo' https://t.co/KVLkjrVtgE;no
RT @LuanaPiovaniLP: A corrupta da Dilma recebeu 150 milhões em propina e disse q delação da Odebrecht é um 'insulto à sua honestidade'. Qua _;yes
RT @lucasmcml: Orgulho Hetero... show *w*;no
RT @luciaguimaraes: TV russa tentou subornar jovens em subúrbio de Estocolmo para provocar distúrbio e mostrar como refugiados não se adapt _;no
RT @luizapossi: queria comer polvo, mas o da copa gerou apego;no
RT @LumiereCardoso: Concluindo: No fundo, a Disney só quer mais audiência, competição tá dura. Na minha família isso já não se assiste http _;no
RT @luomobli: @CarlosMvrtins @Curate_Angola desculpa, eu gostava de conseguir respeitar a tua opinião mas não consigo. Se eles são felizes, _;no
RT @LvLvelasco43: Por favor, fiquem firmes no boicote a Itaipava. Divulguem. https://t.co/ORPQsjCCBP;no
RT @ly_carr: Toda vez que vejo homem comentando que toda feminista é sapatão tenho vontade de gritar no ouvido dele QUEM DERA;no
RT @M_Elizanarciso: esse filha da puta do donald trump diminui a quantidade de refugiados que podem entrar no país, pq nao e a familia dele _;yes
"RT @maathbz: 13 anos:
- mãe finalmente minha menstruação veio
- larga de ser besta, tu furou o cu no prego da cadeira, wagner";no
RT @maathbz: Eu farei a biografia do Bolsonaro https://t.co/XpTMT0Qw93;no
RT @maathbz: feliz dia do 'ñ importa se ñ falei o que to pensando ou querendo vc tem que adivinhar senao vou ficar com raiva e passar 1 ano _;no
"RT @maathbz: Feministas:
Criticam decote da feminista
Ema Watson pq a desvaloriza
Acham que Ema Watson tem q se dar respeito
feministas _";no
RT @maathbz: Incitação estranhamente no dia em que defendia a prisão de um menor estuprador e assassino enquanto o PT defendia o estuprador _;no
RT @maathbz: Liguei pra minha mae tá um caos lá, meu pai deu facada no meu irmao minha irma fugiu tudo pq o Amor e Sexo ta abalando a famil _;yes
RT @maathbz: Não há título melhor para uma biografia do Bolsonaro do que: JAIR BOLSONARO;no
RT @maathbz: pela foto do perfil se for o pisao dela a familia tradicional já está morta por esmagamento https://t.co/JQ742cHRBX;yes
"RT @maathbz: quem da fiufiu pra isso serio
na moral nem passarinho
mais facil um bem-te-vi latir
pra não pegar mal assobiar https://t.co/Am _";no
RT @maathbz: responde sua esquerdista de merda https://t.co/TJeFhQ4gAg;yes
"RT @maathbz: Saibam separar as coisas! Amanhã é o dia das mulheres!
O dia de quem se veste como mulher é 1º de Abril kkkkk";yes
RT @maathbz: SE O @editorahumanas só tivesse matado uma mulher esquartejado e dado pros cachorro ele tava solto mas piada com feminismo É B _;yes
RT @maathbz: to pensando em virar PM só pra musica da daniela mercury parar de tocar quando passar por mim so nem obrigado;no
RT @mafiasumers: Eu sei que quem apoia Bolsonaro do cara mais humilde ao mais esclarecido ver o único cara honesto ser condenado dá um ódio _;no
RT @Maggot00_: @HumorNegroo ai denunciei essa porra mercado da fé fora daquii hahahah;no
RT @maitabom: Aonde está o meu coração, ali estará o meu tesouro.;no
RT @Marceljuca: @HumorNegroo meu deus, sou do nordeste e nem me esquento pq eu sei que é humor;no
RT @Marciabasto: Parabéns, mesmo! https://t.co/sr60ipyxIU;no
RT @Marciariela: Os mais novos gostam de imitar aquilo vêem na televisão, pra mim não é uma boa ideia. https://t.co/XcRWNz2JgE;no
RT @Marcita_um: @lobaoeletrico Diria q todo esquerdista é um orgulhoso que fugiu das aulas de história, pulou aulas de filosofia e nao sabe _;yes
RT @marcknho: @lobaoeletrico Venezuela só com intervenção militar externa, o povo não tem força armada e nem força física para lutar.;no
RT @margaridtavares: Vcs fufas são bue abusadas;yes
RT @marianaa_016: saudades de cantar em 'islão' para elas todas,mas principalmente para a cris, a nocas, a di,a tixa e a rafa também.;no
RT @mariia_pitanga:  azeiteiro, quero q te fodas volta para a tua terra;yes
RT @marisa_lobo: @Agenda #Abril. Seminário sobre Ideologia de Gênero.(Com certificado) 08 e 09 Abril. #Ariquemes/RO. https://t.co/9FWPfwGNRv;no
RT @marisa_lobo: Menina se veste como menina. #NaoAIdeologiaDeGenero https://t.co/lrrht2dUq0;yes
RT @marisa_lobo: O que quer dizer exatamente? https://t.co/1GcTutNH3Y;no
"RT @MartaaSrj: Venero toda a mulher, é a causa do nascimento
Mas há querida muito gira e muito burra ao mesmo tempo";yes
"RT @martabiancaa: Trump de Carvalho.
Encontrei isto na net. Não sei quem foi o génio. https://t.co/KgmGgaCTBd";no
RT @MaxwellBaliza: @Justiceiro_Sujo Essa página é o melhor modo de se provar que essa 'justiça social' não passa de uma modinha.;no
RT @MayaLamberti: Olhem a 3 com carinho  https://t.co/0gHWdvipAP;no
RT @mayaramellon: é cheio de opinião mas não tem coragem de falar se não for criando personagem com a cara do bolsonaro, que dó;no
RT @MBLivre: Bruno está solto. Presidente do PCO, que quer matar conservadores, nem processo tem. Bolsonaro processado e réu. Estranho. htt _;no
RT @MBLivre: .@DanielCoelho45 é um dos proponentes da reforma do MBL/FIPE para a previdência. Aposentadoria digna e justa para todos, sem p _;no
"RT @meduarda_siilva: Pode ser gorda
Pode ser feia 
Só não pode ser gorda e feia 
#vemegea";yes
RT @melborba95: isto realmente eh uma grande rede de fufas;yes
RT @mendilinda: Vocês já perceberam que quando você ta pra baixo, basta colocar um funk pra ficar lá encima já mandando as saradas no ar;no
RT @MeuPaiAusente: Feministas podem esperar o dia as crianças e as trans podem esperar o dia da mentira para comemorarem. #DiaDaMulher;no
"RT @MidiaNINJA: #Argentina Buenos Aires agora! Só cresce, tá lindo! #NiUnaMenos #ParoInternacionaldeMujeres #8M #VivasNosQueremos
Foto: @em _";no
RT @MidiaNINJA: Tá Lindo! Av. Rio Branco tomada pelas mulheres no Rio de Janeiro. #8M #DiaInternacionalDaMulher #DiaDaMulher https://t.co/F _;no
RT @midiasemmascara: Os católicos idiotas úteis de George Soros - https://t.co/nmluaW7zjPhttps://t.co/T6QteLcWhC;no
"RT @Miguelparaiso23: Roses are Red
Violets are Blue
Pa quê o Jonas
Se temos o 
Mitroglou...";no
RT @miguelvinicu: @aninha_caraujo @sofiakalap @BiaMontezumaMF sua vida e babar o ovo da Bia , e a bia e feia e gorda !;yes
RT @miidulo: Queria avisar as minhas amigas que a escola inteira conhece a gente como 'grupo de sapatão e viado' como eu sei disso? Falaram _;yes
RT @miikaa_assis: quando junta mt sapatao num grupo só n da né;yes
RT @miltoneumesmo: @RuiHCruz @OPauloAlmeida @istoeserio  dia 20 isto e dia 23 RSC em Lisboa? Amanhã compro bilhete, hoje vou só dormir feliz;no
RT @minahetero: #meuamigosecreto gosta de ver lésbicas se beijando mas se for gay aí é pecado deus não gosta;no
RT @minasnahistoria: Dolores:mulher de extrema importância p/ a luta indígena latino-americana. Pobre, índia, comunista, rebelde, foi apaga _;no
RT @MiroG_666: Os meus irmãos quando assistem bonecos, muitas das vezes querem ser aquilo que o boneco é. Respeito, mas não sou a favor! ht _;yes
RT @missnarcisista: Tô amando muito o perfil do @Justiceiro_Sujo. Expondo os justiceiros sociais politicamente corretos mas que na verdade _;no
RT @mizanzuk: Sim, eles fizeram isso. https://t.co/cMNZywlBW8;no
RT @MoceDumCabreste: Com este champô não ganhas caspa, não ganhas oleosidade, não ganhas pontas espigadas, não ganhas nada! https://t.co/Sd _;no
RT @monalizamos: Mas, hey, toma aqui uma flor! Sorria. E engula a dor. - Via Pietra Pinheiro #InternationalWomensDay https://t.co/q0xkKEDOWB;no
RT @MonikaSouzaS: Só eu acho (muito) esquisito essas mulheres todas artificiais que falam gemendo pelo nariz? #PreguicaDeGenteSemConteudo;no
RT @MoniqueCheker: Famílias também perderam lavouras. Ministério da Integração Nacional respondeu dizendo que faz vistoria nas barragens. E _;no
RT @MoniqueCheker: Obra de barragem (transp. do Rio São Francisco), inaugurada no sábado, rompe parcialmente e desaloja 60 famílias? Incomp _;no
RT @MoniqueCheker: Projeto do sen. @acirgurgacz quer limitar atuação do MP no inquérito civil. Trata-se do PLs nº 198/2013, que limita praz _;no
"RT @MoniquePrada: Eu paro pelo respeito à autonomia das trabalhadoras sexuais. E você, por que para?
#euparo https://t.co/1judJP66JT";no
RT @monkwysmells: 3- eu não tenho auto estima. Esqueci ela no útero. Todos dizem que eu sou bonita porem eu n me acho bonita. Apenas uma ga _;no
"RT @Mozzein_: - e as namoradinhas?
- então tia... https://t.co/huId17fbpk";no
RT @MRLeoBen: Se for assim meus filhos já não vão ver Disney.. https://t.co/c5IB1MluPc;no
RT @Mrmatheusgarcia: Meu pai acabou de chegar em Angola. 5° país africano que ele vai trabalhar. E não é pra qualquer um. O pai é foda. #Ma _;no
RT @Mrs_Molli: Não concordo https://t.co/BHcivmLAmk;no
RT @MrTiagoMendes: Grande espetáculo ontem do @OPauloAlmeida. Se antes já era fã dele agora sou ainda mais. Vale mesmo a pena ir ver este s _;no
RT @2much4hoes: É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!;yes
RT @mundodrogado: Antes o homossexualismo era proibido.Depois passou a ser tolerado.Hoje é normal.Eu vou embora antes que vire obrigatór ...;yes
RT @mvsmotta: Jandira Feghali está passando na sua timeline. https://t.co/JGESoKSEQ2;no
RT @mvsmotta: Qual o motivo do chilique do Reinaldo Azevedo contra a Joice Hasselmann?;no
RT @mvsmotta: Se o julgamento de Nuremberg tivesse sido no @STF_oficial até Hitler teria saído com o nome limpo por prescrição.;no
RT @mvsmotta: Um eleitor do Trump foi agredido por delinquentes de esquerda e outro não. Tente achar o porquê. https://t.co/Lqwhos9WXN;no
RT @mynameiselianee: Não vejo problema nenhum https://t.co/pN1mYflxLe;no
"RT @Myrull0: filha da maria do rosario 
            x                  
filhos do jair bolsonaro
em quem tu confia pra dar conselho de com _";yes
RT @NanaGouvea chegando em boston =);no
RT @NAOKAHLO: Avaliação do nosso livro #MeuAmigoSecreto: feminismo além das redes na @amazonBR  Obrigada! https://t.co/pXpyDcQ3DB;no
RT @NAOKAHLO: 'Cinquenta Tons Mais Escuros não é empoderador, é abuso' - Post recente do nosso blog > Leia em: https://t.co/OHHTWkT3Wy http _;no
RT @NAOKAHLO: '11 dicas de como fazer – e manter - amizade com outra mulher' - post de hoje no nosso blog! >>> https://t.co/gT0erjqyjO http _;no
RT @NAOKAHLO: Junta esse gráfico com a proposta de reforma da previdência e tirem suas conclusões. https://t.co/LOMHLndjHX;no
RT @NAOKAHLO: Nesse Dia das Mulheres pegue essas flores e coloque no túmulo das mulheres que foram assassinadas por seus companheiros #NãoQ _;no
RT @NAOKAHLO: Pesado, mas real. Por isso estaremos ocupando as ruas neste dia! #8M https://t.co/1MfokO22kS;no
"RT @NAOKAHLO: Repita comigo:
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim 
N _";no
RT @naominfeliz: eu ainda não superei o clipe de baiana e esse casal sapatão afrocentrado  https://t.co/EROEk1lBZ6;yes
RT @naosalvo: Se vc trabalha em uma empresa de infláveis 2016 foi o ano mais lucrativo e estranho da história dessa indústria https://t.co/ _;no
RT @Naraa_meireles: Como que essas meninas consegue ir pra escola toda bonitinha??? Eu vou igual um sapatão, ainda mais quando estou com so _;no
"RT @natanael7souza: Para aquele comediante chama @rafinhabastos que dizia que Bolsonaro estava sozinho.
#BolsonaroMeRepresenta https://t.co _";no
RT @nazaredfatima: Não concordo e nada contra a homossexualidade.. https://t.co/QFtgTER9DM;yes
"RT @NevesIgor: frases da direita 
absurdo! um judeu reagiu cuspindo no hitler! imaginem se fosse ao contrário?";no
RT @New_Delia: E os países acolhendo refugiados. Tem que gastar dinheiro ajudando essa gente lá no seu país. Infelizmente essa gente não dá _;yes
RT @New_Delia: Países ricos não aceitam refugiados. Estão certíssimos. https://t.co/TbLOkymjZx;yes
RT @newdoppelganger: @Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de dir _;no
RT @NexoJornal: Para especialistas, a rotulação reforça preconceitos e limita as escolhas profissionais do futuro. https://t.co/cWsOxabHpB;no
RT @ninguem_anyone: Com todo respeito... no dia que sair uma criança pelo mesmo lugar de onde saem as fezes dos humanos, o Levy Fidelix pod _;yes
RT @nostrendsbrasil: #BolsonaroReiDoMundo - Admiradores de @jairbolsonaro sobem tag em homenagem e apoio ao deputado. #NosTrendsBrasil http _;no
"RT @nostrendsbrasil:  “Eu me envergonho', diz Rachel Sheherazade sobre Gleise Hoffmann”
https://t.co/O3U0r43Swp @gleisi https://t.co/KQwz _";no
"RT @nostrendsbrasil:  “Filha de petista posta foto em que coloca maconha na boca de cachorro” 
https://t.co/IM7rD0DG4fhttps://t.co/aQzcr _";no
RT @nostrendsbrasil: #JoaquinResponde - Personalidade do Twitter, @JOAQUINVOLTOU está interagindo com seus fãs. #NosTrendsBrasil https://t. _;no
RT @NoutraCoisa: Namoradas que hoje não queiram sexo em vez da desculpa da dor de cabeça vestem uma camisola do Ederson. Não entra nada.;yes
RT @nuchyg99: Mundo de fufas não é mesmo para mim;yes
RT @numiweb: Também queremos ver os sms do Paulo Portas sobre o negócio dos submarinos;no
RT @nunesjoely: QUANDO É PRA TER CONSCIÊNCIA HUMANA DURANTE O RESTO DO ANO VOCÊS NÃO TEM AI HJ VEM O CHORUME;no
RT @NyaCrisana: Acho MUITO BOM Que desde cedo as crianças aprendam que não há problema nenhum em ser-se homosexual.  https://t.co/JlY _;no
RT @o_antagonista: O leitor do Antagonista responde: Sim 78,3% x 21,7% Não https://t.co/aEc9Dqoz6ahttps://t.co/ODMoWREhOo;no
RT @o_antagonista: Os políticos que Moro conseguiu condenar https://t.co/1UiUjk2moShttps://t.co/8pTLqYbpTS;no
RT @oautentico3: Lamarca foi tentar correr atrás do #blocosovietico, não teve pique pra acompanhar e 'morreu' no meio do caminho https://t. _;yes
RT @obonholmer: Fazer pesquisa de intenção de voto pro Bolsonaro no Twitter é igual fzr o msm pro Trump no Tumblr.;yes
RT @OdeCarvalho: 1) A confissão da Odebrecht, de que dava cem mil dólares por mês para as FARC,;no
RT @OdeCarvalho: 1) A mídia adestra o povo para que julgue um homem não pelo que ele faz, mas pelo que se diz dele.;yes
RT @OdeCarvalho: Contribuição do @Edson_Camargo e da Maria Fernanda Rossi: https://t.co/uzJqmiIZyM;no
RT @OdeCarvalho: Derrubar o Estatuto do Desarmamento será A MAIOR VITÓRIA DO POVO BRASILEIRO ao longo de toda a sua história.;no
RT @OdeCarvalho: 2) é a prova cabal da ligação íntima entre o PT e a guerrilha colombiana, que tantos negavam e chamavam de 'teoria da cons _;no
RT @OdeCarvalho: Já expliquei mil vezes: Não tenho nenhuma solução para os problemas nacionais, mas tenho algumas para você deixar de ser b _;no
RT @OdeCarvalho: Já notaram? Nunca, jamais um terrorista, ditador ou genocida foi chamado, na nossa mídia, de 'extremista de esquerda'.;yes
RT @OdeCarvalho: 1) O senso estético é a primeira e mais básica das qualidades intelectuais humanas. Bebês já sabem distinguir o bonito do _;no
RT @OdeCarvalho: 1) Poucos brasileiros estão conscientes de que no nosso país o domínio hegemônico esquerdista foi TOTAL e inegociável,;no
RT @OdeCarvalho: 2) Se esquecerem como se faz isso, podem estudar lógica o resto da vida, que não passarão nunca de imbecis.;yes
RT @odedonafrida: - Dr. Bruno, sobre o apuramento directo do Sporting para a Champions? https://t.co/9f3sbNJVy4;no
RT @odedonafrida: Nunca mais saem os resultados das eleições do Sporting porque é o William Carvalho que está a contar os votos.;no
RT @odedonafrida: O Benfica rouba tanto, que os jogadores já actuam de cara tapada. https://t.co/o14fecGwuv;no
RT @odedonafrida: O Samaris fala melhor português do que Jorge Jesus.;yes
RT @odedonafrida: Senhor, o que sente ao ver o Benfica vencer o Dortmund, depois de ter perdido duas vezes contra eles? https://t.co/2MJ1Lf _;no
RT @OficialJoao: Orgulho Hetero  Homofobia. Abs;yes
RT @OficialMrCatra: O pênis é o melhor alimento feminino, pois contém carne, leite, ovos e enche a barriga por 9 meses HAHA;yes
"RT @ofuxicogospel: O Globo cria debate negativo sobre a 'Psicologia Cristã'. Dra. @marisa_lobo fala sobre o caso.
https://t.co/Zswd3njoDo";no
RT @ofuxicogospel: Oque houve com o vídeo @PastorMalafaia ? https://t.co/34CuRyHTOd;no
RT @OhFazFavor: O presidente a ser o presidente https://t.co/o3NexsMyIs;no
RT @Oledobrasil: Barcelona explica goleada: 'Vimos o PSG todo de branco e imaginamos que era o Santos' https://t.co/AOgathhJ6Ohttps://t.co _;no
RT @olhosvioleta_: Ah mulheres! O que seria de nós sem vocês? A gente nada seria.;no
RT @olhosvioleta_: Feliz dia das mulheres para todas as minhas seguidoras lindas e maravilhosas!  meu twitter parece um jardim: só tem flo _;no
RT @olhosvioleta_: Hoje é o dia dos seres mais perfeitos do planeta: as mulheres;no
RT @olhosvioleta_: @MaBolsonaria feliz dia da mulher pra ti Lindeza;no
RT @OlivaldoWeiler: Então, o socialismo produz refugiados. O socialismo não falha. https://t.co/E7iM31S3CJ;no
RT @omachoalpha: sei que neste momento o Neymar está creditando toda a honra a Ele https://t.co/qQvfWuoLlQ;no
RT @omalestafeito: com a carrada de dinheiro q voou daqui,e como a Cristas diz q Portugal deve muito a Núncio,o mínimo é dar o nome do home _;no
RT @omarbrasilrj: @BlogDoPim A patrulha do politicamente correto é politicamente fascista ! A  esquerda não tolera diversidade. Semeiam dit _;yes
RT @OMundrongo: ACABOU A MAMATA: Doria congela orçamento da Secretaria de Cultura e mamatas criadas por Haddad https://t.co/p4gD1b2hsj;no
"RT @OMundrongo: 'Silêncio que envergonha', diz juiz sobre ameaça de estupro contra Sheherazade ignorada pela OAB e pela mídia 
https://t.c _";no
RT @opsluanjo: Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR;yes
RT @osprimitivos: O q falta para o povo nordestino derrubar a família Sarney do maranhão não é a corrupção, mas sim uma piada sobre o no ...;no
RT @otariano: Começou os meme https://t.co/wwadFAyoyy;no
RT @otmar03: @editorahumanas @pecesiqueira Alguém sabe onde tem esse boné que o PC tá usando? Linda mensagem !!! https://t.co/osDH7PFqc2;no
RT @otmar03: Sem nexo é gente que queimou sutiã no passado atualmente não ter coragem de queimar um burca porque a esquerda não permite!!! _;no
RT @Pacheco0o: Não sei qual o feeling mas nunca fecho a porta a #racharlenhapreta #overdosedetourette;no
"RT @padre_paulo: FIQUE ATENTO para nossa transmissão ao vivo, sobre o 'Abortoduto', DAQUI A POUCO, às 9h da noite! ;)";no
RT @padre_paulo: O Abortoduto: https://t.co/4uHj85wUcu #HojeAoVivo #PadrePauloRicardo #Urgente #AbortoNão;no
RT @pai_marcola: Sigam o @Justiceiro_Sujo e acompanham a hipocrisia que faz parte da vidinha dos politicamente corretos.;no
"RT @PaisdoAmaralJP: A eleição de Trump trouxe ao mundo a intolerância: a dos seus opositores! 
#BE #PCP #Geringonça";no
"RT @PaisdoAmaralJP: Temos na Assembleia a 'claque' mais bem paga do país.
Ordenados milionários, para fazerem o que fazem os figurantes na _";no
#RTP Angola é bom mas não tem nota e economia, política muito baixo, Portugal também mas é mais seguro e flexível dos dois.;no
"RT @PanichiRaphael: Lembrem-se FemiNazis:
No Oriente Médio e no mundo muçulmano onde reina a Sharia não houve dia internacional da Mulher _";yes
RT @paribago: Vamos marcar presença, molieres maravilhosas do meu Brasil? https://t.co/OMwXIoZWhc;no
"RT @passistalu: @videmc 
Da negra mãe não só Ossaim Vem de Alaketú, Jêje e Angola Na cura o desejo mais puro Fé no futuro vai minha escola _";no
RT @PastorMalafaia: A gayzada ta nervosa aqui kkkkkk;yes
RT @PastorMalafaia: Assista! Aqui esta o documento que prova q o jornalista canalha da istoe requenta a noticia p me denegrir! https://t.co _;no
RT @PastorMalafaia: FELIPE NETO é uma honra ser caluniado por um INESCRUPULOSO como você.Vou lhe dar a chance, na justiça, para você provar _;no
RT @PastorMalafaia: FELIPE NETO, não faço ameaça, cumpro o q digo.Já teve gente grande q pediu acordo falando as mesmas asneiras e calúnias _;no
RT @PastorMalafaia: Imperdível! No domingo, dia 12, veja a entrevista que dou a Roberto Cabrini. Será meia-noite, no SBT.;no
RT @PastorMalafaia: NOTÍCIA DA EXAME > No Uruguai, a legalização da maconha ñ diminuiu o tráfico e o número de assassinatos aumentou.IMAGIN _;no
RT @PastorMalafaia: O q Levy Fidelix disse: O APARELHO EXCRETOR NÃO REPRODUZ.Onde está a homofobia e a mentira? Em lugar nenhum.Cambada de _;yes
RT @PastorMalafaia: Os medíocres q ñ tem argumentos estão livres para xingar e caluniar.Continuem aqui, é sinal q tenho algum prestígio kkk _;no
RT @PastorMalafaia: O título da matéria q os jornais publicam, envolvendo o meu nome, é para induzir a opinião pública, de q eu fui indicia _;no
RT @PastorMalafaia: PALHAÇOS! A secretaria da justiça e da cidadania de SP, multa Levy Fidelix por discriminação homofobica. Entra com uma _;no
RT @PastorMalafaia: Para os meus irmãos de fé que creem e pessoas de bem, assistam a esse vídeo. https://t.co/msdxwkUJNs;no
RT @PastorMalafaia: PUXA! Vou perder o sono por causa de tanta calúnia e xingamento kkkkkk tenho q debochar desses medíocres kkkkk ñ se eme _;yes
RT @PastorMalafaia: Quem ñ tem argumentos para o debate de idéias, tenta desqualificar o oponente com calúnias e difamações.Essa é a arma d _;no
RT @PastorMalafaia: Tem gente preocupada com vírgula, ñ com a imoralidade.Engolem camelo e se engasgam como mosquito.HIPÓCRITA! MEDÍOCRE!;yes
